City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Soyo,AO,2020-07-11 16:13:14,-6.13,12.37,77.0,78,20,9.17
307,Labrea,BR,2020-07-11 16:13:14,-7.26,-64.8,94.98,41,0,1.25
308,La Plata,AR,2020-07-11 16:11:19,-34.92,-57.95,55.99,53,0,6.93
309,Kashi,CN,2020-07-11 16:13:16,39.45,75.98,82.4,19,40,11.18
310,East London,ZA,2020-07-11 16:13:17,-33.02,27.91,58.98,59,83,30.31
311,Astoria,US,2020-07-11 16:13:17,46.19,-123.83,62.01,93,1,3.36
312,Half Moon Bay,US,2020-07-11 16:10:38,37.46,-122.43,69.01,87,20,4.7
313,Ponta Do Sol,PT,2020-07-11 16:13:18,32.67,-17.1,77.0,61,20,20.8
314,Adrar,MR,2020-07-11 16:13:18,20.5,-10.07,104.61,14,0,9.53
315,Hami,CN,2020-07-11 16:13:18,42.8,93.45,81.18,25,73,3.62
316,Conde,BR,2020-07-11 16:13:20,-7.26,-34.91,80.6,78,90,12.75
317,Los Llanos De Aridane,ES,2020-07-11 16:13:21,28.66,-17.92,77.0,65,20,18.34
318,Shirokiy,RU,2020-07-11 16:13:22,49.76,129.52,66.2,88,3,2.3
319,Lompoc,US,2020-07-11 16:11:56,34.64,-120.46,59.0,100,0,3.49
320,Aripuana,BR,2020-07-11 16:10:06,-9.17,-60.63,93.61,32,0,3.76
321,Hasaki,JP,2020-07-11 16:13:25,35.73,140.83,78.8,94,75,17.22
322,Xam Nua,LA,2020-07-11 16:13:25,20.42,104.04,68.47,85,100,2.3
323,Kedrovyy,RU,2020-07-11 16:13:26,56.17,91.82,57.2,87,45,1.54
324,Sao Gabriel Da Cachoeira,BR,2020-07-11 16:13:28,-0.13,-67.09,82.8,84,84,0.89
325,Solnechnyy,RU,2020-07-11 16:13:30,50.72,136.63,57.72,88,5,2.19
326,Saraland,US,2020-07-11 16:13:31,30.82,-88.07,91.0,66,18,11.01
327,Baglung,NP,2020-07-11 16:13:31,28.27,83.59,71.83,79,81,1.25
328,Malpe,IN,2020-07-11 16:13:32,13.35,74.72,78.8,88,75,6.93
329,Malakal,SS,2020-07-11 16:13:33,9.53,31.66,86.27,59,89,2.39
330,Zhigansk,RU,2020-07-11 16:13:36,66.77,123.37,64.13,75,72,15.14
331,Bunbury,AU,2020-07-11 16:13:37,-33.33,115.63,43.0,69,0,10.96
332,Sorland,NO,2020-07-11 16:13:38,67.67,12.69,52.5,80,0,18.68
333,Antofagasta,CL,2020-07-11 16:12:18,-23.65,-70.4,59.0,62,40,4.7
334,Ikalamavony,MG,2020-07-11 16:13:40,-21.15,46.58,62.69,71,2,10.25
335,Rosetta,EG,2020-07-11 16:13:41,31.4,30.42,82.4,65,0,11.41
336,Acapulco,MX,2020-07-11 16:13:42,16.86,-99.89,82.4,78,90,4.7
337,Bengkulu,ID,2020-07-11 16:13:43,-3.8,102.27,77.59,89,95,4.59
338,Kiruna,SE,2020-07-11 16:13:44,67.86,20.23,53.6,76,100,6.93
339,Novobiryusinskiy,RU,2020-07-11 16:13:44,56.96,97.71,53.06,84,52,2.37
340,Molde,NO,2020-07-11 16:13:45,62.74,7.16,51.8,71,75,11.41
341,Les Cayes,HT,2020-07-11 16:13:45,18.2,-73.75,86.02,62,89,11.72
342,Yei,SS,2020-07-11 16:13:46,4.09,30.68,72.61,88,73,1.52
343,Kralendijk,BQ,2020-07-11 16:13:46,12.15,-68.27,89.6,62,20,19.46
344,Griffith,US,2020-07-11 16:13:47,41.53,-87.42,84.0,58,1,9.17
345,Karasburg,NA,2020-07-11 16:13:49,-28.02,18.75,47.16,54,49,4.27
346,Inongo,CD,2020-07-11 16:13:50,-1.95,18.27,75.4,72,62,1.83
347,Port Moresby,PG,2020-07-11 16:13:51,-9.44,147.18,77.0,94,40,5.82
348,Zabaykalsk,RU,2020-07-11 16:13:52,49.63,117.32,65.86,76,95,10.54
349,Airai,TL,2020-07-11 16:13:52,-8.93,125.41,57.99,100,34,3.58
350,Lotofaga,WS,2020-07-11 16:13:54,-13.98,-171.86,78.01,88,25,8.01
351,Kizukuri,JP,2020-07-11 16:13:55,40.81,140.39,66.99,94,99,5.01
352,Alugan,PH,2020-07-11 16:13:57,12.22,125.48,80.65,82,100,3.42
353,Porto Walter,BR,2020-07-11 16:13:58,-8.27,-72.74,90.12,51,9,1.54
354,Lermontovka,RU,2020-07-11 16:12:05,47.15,134.34,60.19,93,47,2.15
355,Cabedelo,BR,2020-07-11 16:14:00,-6.98,-34.83,77.0,88,90,13.87
356,Banamba,ML,2020-07-11 16:14:00,13.55,-7.45,88.81,50,99,5.39
357,Alta Floresta,BR,2020-07-11 16:13:03,-9.88,-56.09,93.69,29,0,4.29
358,Layou,VC,2020-07-11 16:14:01,13.2,-61.27,86.0,70,40,6.93
359,Cerrito,CO,2020-07-11 16:14:02,6.84,-72.69,68.0,100,75,3.36
360,Mlawa,PL,2020-07-11 16:14:03,53.11,20.38,60.8,67,100,4.7
361,Burnie,AU,2020-07-11 16:14:03,-41.07,145.92,46.0,86,88,3.0
362,Yichun,CN,2020-07-11 16:14:05,47.7,128.9,60.82,92,7,1.68
363,Merauke,ID,2020-07-11 16:14:06,-8.47,140.33,77.27,83,100,15.97
364,Gamba,GA,2020-07-11 16:14:08,-2.65,10.0,75.58,80,29,9.42
365,Nizhneangarsk,RU,2020-07-11 16:14:10,55.78,109.55,57.88,81,51,4.59
366,Mumbwa,ZM,2020-07-11 16:14:10,-14.98,27.06,74.73,31,36,3.24
367,Meulaboh,ID,2020-07-11 16:14:12,4.14,96.13,76.84,89,99,6.87
368,Teya,RU,2020-07-11 16:14:15,60.38,92.63,53.91,80,2,4.52
369,San Andres,CO,2020-07-11 16:11:47,12.58,-81.7,86.0,74,40,19.46
370,Seondha,IN,2020-07-11 16:14:17,26.16,78.78,94.08,51,70,7.09
371,Magalia,US,2020-07-11 16:14:18,39.81,-121.58,82.4,28,5,2.35
372,Longyearbyen,SJ,2020-07-11 16:14:19,78.22,15.64,44.6,70,75,32.21
373,Independence,US,2020-07-11 16:14:20,39.09,-94.42,87.8,55,1,10.94
374,Tongzhou,CN,2020-07-11 16:14:20,39.91,116.6,84.0,88,100,6.22
375,Roma,US,2020-07-11 16:12:05,43.21,-75.46,81.0,69,75,8.05
376,Rocha,UY,2020-07-11 16:14:23,-34.48,-54.33,50.76,53,0,8.88
377,Juneau,US,2020-07-11 16:10:41,58.3,-134.42,55.0,100,90,4.7
378,Mortka,RU,2020-07-11 16:14:26,59.33,66.02,72.37,61,40,7.99
379,Puerto Escondido,MX,2020-07-11 16:11:54,15.85,-97.07,82.4,69,90,3.36
380,Bucerias,MX,2020-07-11 16:14:29,20.75,-105.33,87.8,66,20,5.88
381,Leshukonskoye,RU,2020-07-11 16:14:32,64.9,45.76,58.32,85,100,5.77
382,Shimoda,JP,2020-07-11 16:14:32,34.67,138.95,71.01,93,100,1.99
383,Kandrian,PG,2020-07-11 16:14:34,-6.22,149.55,77.4,86,50,7.83
384,Nurota,UZ,2020-07-11 16:14:34,40.56,65.69,80.6,54,55,4.7
385,Namatanai,PG,2020-07-11 16:14:35,-3.67,152.43,79.38,83,27,7.54
386,Podyuga,RU,2020-07-11 16:14:35,61.09,40.86,63.3,95,100,11.01
387,Puerto Del Rosario,ES,2020-07-11 16:14:36,28.5,-13.86,78.8,69,3,17.22
388,Iquique,CL,2020-07-11 16:14:36,-20.22,-70.14,62.6,59,21,6.93
389,Khandagayty,RU,2020-07-11 16:14:37,50.73,92.05,60.06,75,65,13.58
390,Nabire,ID,2020-07-11 16:14:38,-3.37,135.48,76.17,91,100,4.72
391,Guerrero Negro,MX,2020-07-11 16:14:38,27.98,-114.06,81.37,37,2,6.58
392,Ihosy,MG,2020-07-11 16:14:38,-22.4,46.12,61.68,84,11,6.91
393,Chicama,PE,2020-07-11 16:14:39,-7.84,-79.15,70.38,59,82,8.28
394,Aden,YE,2020-07-11 16:12:27,12.78,45.04,89.15,69,91,12.59
395,Yagodnoye,RU,2020-07-11 16:14:42,62.55,149.67,50.2,80,19,2.06
396,Bodden Town,KY,2020-07-11 16:14:43,19.28,-81.25,88.0,79,40,12.75
397,Evensk,RU,2020-07-11 16:12:06,61.95,159.23,52.43,94,100,0.96
398,Avera,US,2020-07-11 16:14:44,33.19,-82.53,87.8,66,1,6.93
399,High Level,CA,2020-07-11 16:14:45,58.52,-117.14,62.6,67,75,8.05
400,Qandala,SO,2020-07-11 16:14:47,11.47,49.87,92.8,48,83,3.18
401,Tshikapa,CD,2020-07-11 16:14:49,-6.42,20.8,92.97,27,37,0.47
402,Necochea,AR,2020-07-11 16:14:09,-38.55,-58.74,46.99,61,30,18.99
403,Naze,JP,2020-07-11 16:14:49,28.37,129.48,80.6,100,83,4.7
404,Curup,ID,2020-07-11 16:14:50,-3.47,102.53,68.54,93,90,2.21
405,Pilar,BR,2020-07-11 16:14:51,-9.6,-35.96,82.4,61,40,11.41
406,Rawson,AR,2020-07-11 16:14:52,-43.3,-65.1,46.13,54,16,36.24
407,Farafangana,MG,2020-07-11 16:14:53,-22.82,47.83,70.25,83,0,12.62
408,Urubicha,BO,2020-07-11 16:14:55,-15.38,-62.95,87.3,43,9,6.51
409,Koungou,YT,2020-07-11 16:14:55,-12.73,45.2,77.0,73,8,8.05
410,Bundaberg,AU,2020-07-11 16:14:57,-24.85,152.35,57.0,87,71,2.51
411,Brae,GB,2020-07-11 16:14:58,60.4,-1.35,53.6,87,96,8.05
412,Flin Flon,CA,2020-07-11 16:12:38,54.77,-101.86,66.2,82,75,5.82
413,Carutapera,BR,2020-07-11 16:15:00,-1.2,-46.02,84.72,68,100,10.42
414,Joshimath,IN,2020-07-11 16:15:01,30.57,79.57,66.81,61,66,0.98
415,Inta,RU,2020-07-11 16:15:02,66.03,60.17,63.39,69,39,12.12
416,Salym,RU,2020-07-11 16:15:03,60.06,71.48,66.7,96,64,11.86
417,Rabo De Peixe,PT,2020-07-11 16:15:04,37.8,-25.58,71.6,64,75,8.05
418,Popondetta,PG,2020-07-11 16:15:06,-8.75,148.25,71.91,94,100,2.64
419,Birjand,IR,2020-07-11 16:11:37,32.87,59.22,80.6,24,0,18.34
420,Rock Sound,BS,2020-07-11 16:15:06,24.9,-76.2,84.31,74,100,17.0
421,Kruisfontein,ZA,2020-07-11 16:15:08,-34.0,24.73,49.84,72,44,12.91
422,Kawalu,ID,2020-07-11 16:15:09,-7.38,108.21,72.48,91,100,1.97
423,Daura,NG,2020-07-11 16:15:10,11.55,11.41,88.21,48,95,8.77
424,Kargil,IN,2020-07-11 16:15:11,34.57,76.1,59.54,35,16,7.27
425,Massaguet,TD,2020-07-11 16:15:14,12.48,15.44,91.4,52,40,6.93
426,Nassau,US,2020-07-11 16:15:15,40.75,-73.58,86.0,78,75,12.75
427,Zambezi,ZM,2020-07-11 16:15:15,-13.54,23.1,79.0,21,0,4.12
428,Belmonte,BR,2020-07-11 16:15:16,-15.86,-38.88,78.8,69,20,6.93
429,Olafsvik,IS,2020-07-11 16:15:17,64.89,-23.71,52.25,84,100,12.08
430,Viedma,AR,2020-07-11 16:11:18,-40.81,-63.0,50.43,46,89,26.69
431,Saldanha,ZA,2020-07-11 16:15:19,-33.01,17.94,57.2,62,7,2.24
432,Cochrane,CA,2020-07-11 16:13:40,51.18,-114.47,64.4,59,1,3.58
433,Port Pirie,AU,2020-07-11 16:15:20,-33.18,138.02,41.0,93,10,6.93
434,West Wendover,US,2020-07-11 16:15:20,40.74,-114.07,82.4,21,1,1.72
435,Tura,IN,2020-07-11 16:15:20,25.52,90.22,74.95,97,100,7.14
436,Villa Carlos Paz,AR,2020-07-11 16:15:21,-31.42,-64.5,57.99,24,83,14.99
437,Ivangorod,RU,2020-07-11 16:15:21,59.37,28.22,59.49,72,100,20.45
438,Belyy Yar,RU,2020-07-11 16:15:22,53.6,91.39,62.6,82,34,2.24
439,Puerto Rico,AR,2020-07-11 16:15:22,-26.8,-55.02,68.0,88,52,2.73
440,Zhigalovo,RU,2020-07-11 16:15:23,54.81,105.16,62.96,89,96,3.53
441,Ivanteyevka,RU,2020-07-11 16:15:26,55.97,37.92,82.0,50,40,11.18
442,Hobyo,SO,2020-07-11 16:15:28,5.35,48.53,79.27,77,74,29.53
443,Nisia Floresta,BR,2020-07-11 16:15:30,-6.09,-35.21,82.4,69,90,13.87
444,Grootfontein,NA,2020-07-11 16:15:31,-19.57,18.12,64.6,24,0,7.27
445,General Roca,AR,2020-07-11 16:15:32,-39.03,-67.58,57.2,30,20,23.04
446,Kavaratti,IN,2020-07-11 16:15:32,10.57,72.64,80.96,83,100,25.21
447,Shingu,JP,2020-07-11 16:15:33,33.73,135.98,73.76,96,99,4.92
448,Outjo,NA,2020-07-11 16:15:33,-20.12,16.15,71.56,15,0,7.34
449,Faya,SA,2020-07-11 16:15:34,18.39,42.45,84.2,45,40,11.41
450,Alghero,IT,2020-07-11 16:15:35,40.56,8.32,84.2,58,0,10.29
451,Auki,SB,2020-07-11 16:15:07,-8.77,160.7,77.54,83,100,5.1
452,Trairi,BR,2020-07-11 16:12:46,-3.28,-39.27,85.95,56,71,12.68
453,Williston,US,2020-07-11 16:15:39,48.15,-103.62,66.99,81,0,5.99
454,Deniliquin,AU,2020-07-11 16:15:40,-35.53,144.97,46.0,93,62,0.13
455,Pisco,PE,2020-07-11 16:13:19,-13.7,-76.22,61.0,82,90,3.36
456,Tautira,PF,2020-07-11 16:15:42,-17.73,-149.15,75.2,64,20,6.93
457,Nautla,MX,2020-07-11 16:15:42,20.22,-96.78,84.83,64,99,10.11
458,Hovd,MN,2020-07-11 16:15:43,48.01,91.64,71.04,40,100,4.63
459,Dillon,US,2020-07-11 16:15:43,34.42,-79.37,89.01,70,40,3.36
460,Thinadhoo,MV,2020-07-11 16:15:43,0.53,72.93,84.43,74,17,8.59
461,Conakry,GN,2020-07-11 16:14:32,9.54,-13.68,75.2,100,90,11.41
462,Matay,EG,2020-07-11 16:15:45,28.42,30.78,99.72,15,0,13.35
463,Douglas,US,2020-07-11 16:10:46,41.3,-96.17,82.99,54,1,9.17
464,Waingapu,ID,2020-07-11 16:15:47,-9.66,120.26,75.92,81,21,12.08
465,Seybaplaya,MX,2020-07-11 16:15:49,19.65,-90.67,84.2,79,75,13.87
466,Monterey,US,2020-07-11 16:15:52,36.25,-121.25,87.01,68,1,2.42
467,Nianzishan,CN,2020-07-11 16:15:52,47.52,122.88,64.0,78,100,1.01
468,Plouzane,FR,2020-07-11 16:15:55,48.38,-4.62,69.8,63,88,12.75
469,Mehamn,NO,2020-07-11 16:15:57,71.04,27.85,51.98,73,82,7.07
470,Aksu,CN,2020-07-11 16:15:58,41.12,80.26,74.7,39,46,6.15
471,Korla,CN,2020-07-11 16:15:58,41.76,86.15,81.0,63,43,5.99
472,Dicabisagan,PH,2020-07-11 16:15:59,17.08,122.42,80.46,78,96,2.62
473,Dingle,PH,2020-07-11 16:16:00,11.0,122.67,77.76,85,82,1.81
474,Marsa Matruh,EG,2020-07-11 16:16:00,31.35,27.25,80.6,61,20,13.87
475,Ust-Koksa,RU,2020-07-11 16:16:01,50.27,85.61,54.84,81,100,2.15
476,Ambon,ID,2020-07-11 16:16:02,-3.7,128.18,79.0,14,97,9.42
477,Okha,RU,2020-07-11 16:16:03,53.57,142.95,48.34,94,81,3.49
478,Jinchang,CN,2020-07-11 16:16:03,38.5,102.17,69.24,46,49,13.11
479,Toamasina,MG,2020-07-11 16:16:05,-18.17,49.38,75.2,73,75,9.17
480,Miranda,CO,2020-07-11 16:16:05,3.25,-76.23,77.0,78,75,2.24
481,Nemuro,JP,2020-07-11 16:16:07,43.32,145.57,56.64,96,99,11.81
482,Norman Wells,CA,2020-07-11 16:16:07,65.28,-126.83,51.8,81,90,3.36
483,Ketchikan,US,2020-07-11 16:16:08,55.34,-131.65,55.4,93,90,6.93
484,Linhares,BR,2020-07-11 16:16:09,-19.39,-40.07,75.61,65,84,2.71
485,Labuhan,ID,2020-07-11 16:16:10,-6.88,112.21,77.38,81,88,9.33
486,Moyale,KE,2020-07-11 16:16:10,3.52,39.06,73.85,45,56,9.24
487,Temiscaming,CA,2020-07-11 16:16:10,46.72,-79.1,71.6,94,90,4.7
488,Verkhnevilyuysk,RU,2020-07-11 16:16:11,63.45,120.32,70.14,81,41,6.89
489,Marang,MY,2020-07-11 16:16:11,5.21,103.21,80.6,88,40,4.7
490,Tabou,CI,2020-07-11 16:16:13,4.42,-7.35,78.67,69,73,10.8
491,Belaya Gora,RU,2020-07-11 16:16:14,68.53,146.42,58.51,73,70,2.98
492,Padang,ID,2020-07-11 16:16:16,-0.95,100.35,78.78,79,95,4.85
493,Yar-Sale,RU,2020-07-11 16:16:19,66.83,70.83,57.0,60,32,9.04
494,Canyon Lake,US,2020-07-11 16:16:21,29.88,-98.26,89.01,62,7,4.0
495,Yaransk,RU,2020-07-11 16:16:23,57.3,47.89,67.48,69,15,3.44
496,Doha,QA,2020-07-11 16:14:03,25.29,51.53,99.0,50,99,5.82
497,Milford,US,2020-07-11 16:16:24,41.22,-73.06,80.6,78,75,6.93
498,Cam Ranh,VN,2020-07-11 16:16:26,11.92,109.16,86.0,79,20,11.41
499,Vermillion,US,2020-07-11 16:16:27,42.78,-96.93,77.0,73,1,10.29
500,Panguna,PG,2020-07-11 16:16:29,-6.32,155.48,67.64,93,97,1.68
501,Arman,RU,2020-07-11 16:16:31,59.7,150.17,52.34,89,0,2.66
502,Dudinka,RU,2020-07-11 16:16:32,69.41,86.18,51.8,81,75,17.9
503,Swindon,GB,2020-07-11 16:16:35,51.56,-1.78,68.0,39,75,3.36
504,Vostok,RU,2020-07-11 16:16:37,46.49,135.88,53.96,99,6,3.56
505,Wenling,CN,2020-07-11 16:16:38,28.37,121.36,81.0,57,99,10.69
506,Conceicao Do Mato Dentro,BR,2020-07-11 16:16:39,-19.04,-43.42,74.71,52,30,6.17
507,Kislovodsk,RU,2020-07-11 16:16:39,43.91,42.72,87.8,29,40,13.42
508,Potsdam,DE,2020-07-11 16:16:40,52.4,13.07,70.0,51,35,1.01
509,Rincon,US,2020-07-11 16:13:15,32.3,-81.24,93.99,56,20,6.93
510,Anajatuba,BR,2020-07-11 16:16:42,-3.26,-44.62,88.74,56,92,5.61
511,Staroleushkovskaya,RU,2020-07-11 16:16:44,45.99,39.76,78.93,47,0,8.55
512,Olinda,BR,2020-07-11 16:16:45,-8.01,-34.86,75.2,94,75,14.99
513,Turbat,PK,2020-07-11 16:16:46,26.0,63.04,83.37,79,19,10.13
514,Hualmay,PE,2020-07-11 16:16:47,-11.1,-77.61,65.43,64,20,8.41
515,Jiazi,CN,2020-07-11 16:16:48,22.88,116.07,82.08,87,0,5.37
516,Proletarskiy,RU,2020-07-11 16:16:49,50.79,35.77,78.8,41,0,6.71
517,Anloga,GH,2020-07-11 16:16:50,5.79,0.9,78.8,88,40,11.41
518,Quimperle,FR,2020-07-11 16:16:51,47.87,-3.55,75.99,56,96,12.75
519,Hervey Bay,AU,2020-07-11 16:15:43,-25.3,152.85,59.0,88,68,5.01
520,Pedernales,DO,2020-07-11 16:16:55,18.04,-71.74,91.4,55,20,9.17
521,Santa Catalina,PH,2020-07-11 16:16:57,9.33,122.86,80.04,76,100,2.21
522,Baltay,RU,2020-07-11 16:16:58,52.47,46.63,70.02,71,0,8.75
523,Katherine,AU,2020-07-11 16:16:59,-14.47,132.27,73.4,46,12,8.05
524,Kalengwa,ZM,2020-07-11 16:17:01,-13.47,25.0,75.16,30,17,4.25
525,Mingguang,CN,2020-07-11 16:17:03,32.78,117.96,73.71,94,100,17.76
526,Jalu,LY,2020-07-11 16:17:05,29.03,21.55,96.76,14,0,13.15
527,Saquarema,BR,2020-07-11 16:17:07,-22.92,-42.51,78.8,54,0,4.7
528,Antsohihy,MG,2020-07-11 16:17:09,-14.88,47.99,75.85,59,19,7.56
529,Campo De Criptana,ES,2020-07-11 16:17:10,39.4,-3.12,87.01,26,23,11.01
530,Russell,US,2020-07-11 16:17:11,32.35,-85.2,89.6,55,1,10.29
531,Fairmont,US,2020-07-11 16:17:13,39.49,-80.14,73.4,73,90,11.41
532,Usogorsk,RU,2020-07-11 16:17:15,63.41,48.69,66.13,57,77,9.46
533,Coihaique,CL,2020-07-11 16:17:06,-45.58,-72.07,35.6,93,75,4.7
534,Dumai,ID,2020-07-11 16:17:18,1.68,101.45,76.75,91,100,3.06
535,Yugorsk,RU,2020-07-11 16:17:18,61.31,63.33,70.93,42,13,13.85
536,Kiunga,PG,2020-07-11 16:17:20,-6.12,141.29,73.72,99,100,2.55
537,Poso,ID,2020-07-11 16:17:20,-1.4,120.75,75.9,82,100,4.74
538,Lavrentiya,RU,2020-07-11 16:17:20,65.58,-171.0,47.48,65,0,7.67
539,Psebay,RU,2020-07-11 16:17:20,44.12,40.81,72.5,74,47,4.85
540,Ostrowiec Swietokrzyski,PL,2020-07-11 16:17:21,50.93,21.39,55.99,91,100,1.99
541,Svetlyy,RU,2020-07-11 16:17:21,54.67,20.13,60.8,67,20,13.42
542,Valladolid,ES,2020-07-11 16:17:22,41.58,-4.67,90.0,25,24,3.36
543,Nelson Bay,AU,2020-07-11 16:17:23,-32.72,152.15,53.01,93,100,11.83
544,Nola,IT,2020-07-11 16:17:24,40.92,14.53,88.0,51,0,11.41
545,Berlevag,NO,2020-07-11 16:17:25,70.86,29.09,49.06,84,66,3.65
546,Kalmunai,LK,2020-07-11 16:17:26,7.42,81.82,82.35,79,95,10.25
547,San Ramon,US,2020-07-11 16:17:28,37.78,-121.98,71.6,40,1,4.7
548,Tafalla,ES,2020-07-11 16:17:29,42.53,-1.67,89.6,50,0,13.87
549,Ploemeur,FR,2020-07-11 16:17:31,47.73,-3.43,75.99,56,97,12.75
550,Te Anau,NZ,2020-07-11 16:17:32,-45.42,167.72,46.6,88,100,6.29
551,Pacific Grove,US,2020-07-11 16:17:33,36.62,-121.92,61.0,77,40,4.7
552,Huarmey,PE,2020-07-11 16:17:34,-10.07,-78.15,66.15,64,88,8.5
